anthra-c60_ct.pkl,16,1,0.0001376980710816041
anthra-c60_ct.pkl,16,10,0.0028441597662123325
anthra-c60_ct.pkl,16,11,0.004493997497989676
anthra-c60_ct.pkl,16,2,0.0003004694674906633
anthra-c60_ct.pkl,16,3,0.0003574089637481988
anthra-c60_ct.pkl,16,4,0.00048593235108865463
anthra-c60_ct.pkl,16,5,0.0009168269443881786
anthra-c60_ct.pkl,16,50,0.09647031313072811
anthra-c60_ct.pkl,16,6,0.0020601263216898464
anthra-c60_ct.pkl,16,7,0.0024063435970534284
anthra-c60_ct.pkl,16,8,0.0026886992645033716
anthra-c60_ct.pkl,16,9,0.0027697482730410735
anthra-c60_ct.pkl,4,10,0.0005159133869034311
anthra-c60_ct.pkl,4,11,0.000662339664206946
anthra-c60_ct.pkl,4,1,8.930430579259067e-05
anthra-c60_ct.pkl,4,2,0.00012375183494695507
anthra-c60_ct.pkl,4,3,0.00013406099450930496
anthra-c60_ct.pkl,4,4,0.00015958677460823888
anthra-c60_ct.pkl,4,5,0.00024071306660211254
anthra-c60_ct.pkl,4,50,0.011014812463619706
anthra-c60_ct.pkl,4,6,0.00039560390103555066
anthra-c60_ct.pkl,4,7,0.00045181882321568083
anthra-c60_ct.pkl,4,8,0.000492029416706104
anthra-c60_ct.pkl,4,9,0.000504345216180896
anthra-c60_ct.pkl,8,1,0.0001083652800591357
anthra-c60_ct.pkl,8,10,0.001181939041485515
anthra-c60_ct.pkl,8,11,0.001752403133582571
anthra-c60_ct.pkl,8,2,0.00018659513961017678
anthra-c60_ct.pkl,8,3,0.0002144280219579464
anthra-c60_ct.pkl,8,4,0.00027587191173058915
anthra-c60_ct.pkl,8,5,0.00046546996866551676
anthra-c60_ct.pkl,8,50,0.035493953830865635
anthra-c60_ct.pkl,8,6,0.0008613411216994927
anthra-c60_ct.pkl,8,7,0.001010021514063432
anthra-c60_ct.pkl,8,8,0.0011169863772655048
anthra-c60_ct.pkl,8,9,0.0011505757178841784
anthracene_6s_66m.pkl,16,1,0.12624946183584182
anthracene_6s_66m.pkl,16,10,8.379438551396197
anthracene_6s_66m.pkl,16,2,0.16853769920949238
anthracene_6s_66m.pkl,16,20,32.15802504215654
anthracene_6s_66m.pkl,16,3,0.19770683059228958
anthracene_6s_66m.pkl,16,40,70.02310261603577
anthracene_6s_66m.pkl,16,4,1.9644495933334567
anthracene_6s_66m.pkl,16,5,2.330977316143098
anthracene_6s_66m.pkl,16,6,3.1246289042196
anthracene_6s_66m.pkl,16,66,99.76419755324964
anthracene_6s_66m.pkl,16,7,7.437897389087062
anthracene_6s_66m.pkl,16,8,7.613076686388912
anthracene_6s_66m.pkl,16,9,7.662767250249512
anthracene_6s_66m.pkl,4,1,0.04352937313727121
anthracene_6s_66m.pkl,4,10,0.8526453588776016
anthracene_6s_66m.pkl,4,2,0.04862308678205119
anthracene_6s_66m.pkl,4,20,1.8332835873814268
anthracene_6s_66m.pkl,4,3,0.05167801287373491
anthracene_6s_66m.pkl,4,40,2.9077486761204048
anthracene_6s_66m.pkl,4,4,0.3348842933077423
anthracene_6s_66m.pkl,4,5,0.3657720022996063
anthracene_6s_66m.pkl,4,6,0.4268379262669206
anthracene_6s_66m.pkl,4,66,3.376568655345395
anthracene_6s_66m.pkl,4,7,0.7945314612282226
anthracene_6s_66m.pkl,4,8,0.8036306560552364
anthracene_6s_66m.pkl,4,9,0.8055201651343672
anthracene_6s_66m.pkl,8,1,0.07769760077219214
anthracene_6s_66m.pkl,8,10,2.571490689840488
anthracene_6s_66m.pkl,8,2,0.09391035522937617
anthracene_6s_66m.pkl,8,20,7.351148307759548
anthracene_6s_66m.pkl,8,3,0.10425284390765434
anthracene_6s_66m.pkl,8,40,14.20573138629193
anthracene_6s_66m.pkl,8,4,0.7812955637136665
anthracene_6s_66m.pkl,8,5,0.8948694743371923
anthracene_6s_66m.pkl,8,6,1.1296588649610577
anthracene_6s_66m.pkl,8,66,17.891261766662602
anthracene_6s_66m.pkl,8,7,2.3234505919202615
anthracene_6s_66m.pkl,8,8,2.3654203042071673
anthracene_6s_66m.pkl,8,9,2.3761921256554412
maleimide_5s_24m_bilin.pkl,16,1,0.05493388690054396
maleimide_5s_24m_bilin.pkl,16,10,2.4788286991638633
maleimide_5s_24m_bilin.pkl,16,2,0.10762486509100803
maleimide_5s_24m_bilin.pkl,16,24,10.856755837860165
maleimide_5s_24m_bilin.pkl,16,3,0.18182683577720776
maleimide_5s_24m_bilin.pkl,16,4,0.22758103915120523
maleimide_5s_24m_bilin.pkl,16,5,0.644734101398601
maleimide_5s_24m_bilin.pkl,16,6,0.9203797128285167
maleimide_5s_24m_bilin.pkl,16,7,1.157954763599251
maleimide_5s_24m_bilin.pkl,16,8,1.4763059277316037
maleimide_5s_24m_bilin.pkl,16,9,1.587357593872613
maleimide_5s_24m_bilin.pkl,4,1,0.00492822378508905
maleimide_5s_24m_bilin.pkl,4,10,0.3481364946419125
maleimide_5s_24m_bilin.pkl,4,2,0.008122502643967511
maleimide_5s_24m_bilin.pkl,4,24,0.7952966002229269
maleimide_5s_24m_bilin.pkl,4,3,0.011791536383518092
maleimide_5s_24m_bilin.pkl,4,4,0.013448420758209303
